subject971	0	6.442406407246986
subject9366	0	6.642949162827184
subject7282	0	6.644070406133929
subject7451	0	6.584345274604857
subject3401	0	6.6153151759256925
subject2609	0	6.218406235178312
subject3642	0	6.35597632577022
subject9140	0	6.489626610030731
subject9526	0	6.589416970188418
subject3903	0	6.487404977281889
subject4121	0	6.5447998605668545
subject7881	0	6.6387465270236135
subject3000	0	6.55643937488397
subject2165	0	6.592613002285361
subject9585	0	6.660502278828062
subject4979	0	6.613689940422773
subject6906	0	6.563255085299412
subject6796	0	6.593279658506313
subject4049	0	6.593472218761841
subject8878	0	6.236577468613783
subject7496	0	6.609764763464531
subject5831	0	5.2988201379776
subject5350	0	6.540950313210487
subject6420	0	6.481029217441877
subject8452	0	6.640853292774409
subject7195	0	6.567048529783884
subject3921	0	6.641375060814122
subject915	0	6.637258452052871
subject2599	0	6.655923948079968
subject1166	0	6.620467103396853
subject5773	0	6.645278913589815
subject6801	0	6.48716596265634
subject342	0	6.5945900619650875
subject185	0	6.65745775292938
subject1402	0	6.609553837527832
subject1298	0	6.624014815315604
subject4921	0	6.416000587244829
subject8830	0	6.658102135018757
subject9239	0	6.608300162479281
subject5819	0	6.625644157951077
subject4521	0	6.635152267602583
subject8367	0	6.596055875221888
subject388	0	0.0
subject3522	0	6.639637740639349
subject516	0	6.640165504844239
subject9877	0	6.394993079205355
subject2667	0	6.641464036268493
subject7316	0	6.544916636000076
subject8211	0	6.637930641882122
subject9678	0	6.645685345089683
subject1236	0	6.616303630483648
subject7993	0	6.6412981910010185
subject7742	0	6.542031771192947
subject7426	0	6.350176905592283
subject6720	0	6.615061306705078
subject7382	0	6.612919573672116
subject4228	0	6.564431016643843
subject2778	0	6.591732722396651
subject4566	0	6.630112052274248
subject8931	0	6.6264241181003545
subject2632	0	6.620769361034036
subject3080	0	6.626269545716545
subject4667	0	4.0462735295295715
subject983	0	6.610420572881898
subject4963	0	6.6261802675823365
subject7095	0	6.626999250923594
subject8351	0	6.637295148490617
subject2223	0	6.651969997910783
subject8373	0	6.600489228342971
subject723	0	6.276886028548082
subject5743	0	6.5697144375493135
subject8735	0	6.618213760666549
subject1178	0	6.539761206756035
subject6932	0	6.542163112511238
subject2440	0	6.576149941732487
subject4811	0	6.622003680095077
subject4131	0	6.614227903385958
subject9761	0	6.623642839646587
subject6816	0	6.636992981657386
subject7982	0	6.56582529656589
subject3433	0	6.619586972519755
subject1015	0	6.649089925146351
subject7749	0	6.607635944771269
subject404	0	6.626764352743825
subject9534	0	6.656187087064609
subject3674	0	5.107312103112539
subject3243	0	6.658185440658903
subject573	0	6.536763406669101
subject9409	0	6.626146136162182
subject4858	0	6.631285184218237
subject398	0	6.658840619493276
subject1628	0	6.625913803776106
subject4691	0	6.651308098807931
subject5188	0	6.214131961266199
subject1668	0	6.623495784588158
subject3648	0	6.58263006558021
subject8863	0	6.633738529247543
subject8369	0	6.661123072650904
subject3355	0	6.5941210339466725
subject7923	0	6.633215874123076
subject348	0	6.639191244418422
subject2323	0	6.645601252870014
subject9949	0	6.656896140581617
subject4698	0	6.562020204340419
subject8479	0	6.635865215988209
subject1338	0	6.558198320368925
subject14	0	6.61267859240373
subject7428	0	6.519393917794028
subject9822	0	6.618811571970582
subject5556	0	6.58792749668161
subject624	0	6.647105710580945
subject3967	0	6.520239729434252
subject1010	0	6.59932954236865
subject4054	0	6.575328633189201
subject792	0	6.175492828090986
subject1580	0	6.648325869658342
subject5813	0	4.957287013530731
subject5644	0	6.562545991813144
subject6502	0	6.5541255225737896
subject436	0	6.558722844347358
subject285	0	6.546826418489218
subject2433	0	4.74492867787679
subject5797	0	6.628153356723487
subject318	0	6.638708903143803
subject5427	0	6.619587933334211
subject6044	0	6.634620035377642
subject5839	0	6.5178185390929375
subject3078	0	6.649017545084158
subject73	0	6.625239293401441
subject6431	0	6.556703392416239
subject5987	0	6.612958526238799
subject4399	0	6.570426182200512
subject886	0	6.5952734773357715
subject7877	0	6.581609599913159
subject7806	0	6.428321711719036
subject1383	0	6.64298933542644
subject4382	0	6.523110996931791
subject7383	0	5.633592754602432
subject2928	0	6.644788931589574
subject2069	0	6.485995799303055
subject757	0	6.624375955046466
subject7153	0	6.613950082100928
subject242	0	6.6343430414175
subject3805	0	6.619184917459885
subject4680	0	6.165550258010626
subject6942	0	6.601530793122947
subject6186	0	6.641896876196066
subject4418	0	6.643533748574555
subject9548	0	6.6254856778929625
subject8312	0	6.479783216491342
subject7398	0	6.612457561617097
subject9341	0	6.519697116067013
subject72	0	6.625248772713045
subject3219	0	6.65187970812743
subject8860	0	6.635228415640691
subject965	0	6.652031229653707
subject3045	0	6.160309960444769
subject9272	0	6.566561258708438
subject5156	0	6.634150797811648
subject2521	0	6.601904882118106
subject4613	0	6.66247283302558
subject1450	0	6.60974116375049
subject9061	0	6.594897443428636
subject8746	0	6.510673264662424
subject7139	0	6.581573241079846
subject130	0	6.586776330756644
subject1790	0	6.628098178965351
subject1963	0	6.435590709249178
subject2315	0	6.532162028985718
subject6437	0	6.584969259177646
subject7578	0	6.623443223070353
subject4742	0	6.657303248066455
subject2044	0	6.654401533305645
subject6469	0	6.575977060322961
subject5968	0	6.418709009885788
subject7779	0	6.580185238271952
subject7521	0	6.487713623791933
subject9486	0	6.571600399911404
subject8593	0	6.591874395186702
subject9743	0	6.412148970800141
subject2685	0	6.63726759608835
subject2330	0	6.603550324216485
subject9044	0	6.578941562523445
subject2045	0	6.612782877249023
subject3798	0	6.634261196789643
subject1503	0	6.612390098161995
subject2313	0	6.09827014307181
subject5484	0	6.589191419382891
subject4737	0	6.642613741569221
subject9619	0	6.6443104995414615
subject3600	0	6.561768663426241
subject5443	0	6.432768739759922
subject3492	0	6.6386926313862205
subject2732	0	6.60677183419466
subject8455	0	6.574352852379283
subject4830	0	6.522964828958115
subject1537	0	6.447106649478277
subject1333	0	6.631616495239237
subject405	0	6.64943141474699
subject7348	0	6.246639428039392
subject3931	0	6.6380622470751405
subject4719	0	6.41305168469747
subject5213	0	5.838101922223965
subject7026	0	6.654046199982986
subject460	0	6.633075340650976
subject8653	0	6.622891062870622
subject7211	0	6.634608382980028
subject7087	0	6.657093797111884
subject9704	0	6.627408765877286
subject190	0	6.637594051038226
subject6930	0	6.610398983272413
subject35	0	6.624154628564915
subject3445	0	5.047982583443323
subject2046	0	6.480511377255121
subject4227	0	6.410115559895834
subject5181	0	5.918775672713915
subject2822	0	6.564027341082692
subject2260	0	6.604144543719789
subject8713	0	6.48106454561154
subject6310	0	6.621391521766782
subject5311	0	6.643660679304352
subject6945	0	6.61895852846404
subject2154	0	6.605753377079964
subject4010	0	6.26659294590354
subject9139	0	3.0801182985305786
subject6230	0	6.639474818172554
subject4533	0	6.640795005174974
subject8993	0	6.584026434769234
subject250	0	6.483915576245636
subject1763	0	6.531689940020442
